post_id,post_caption,total_likes,num_shares,comment_count,avg_sentiment_score,sentiment_variance,negative_comment_ratio,main_topic,weighted_engagement_rate,most_negative_comment,most_positive_comment,original_negative_context,original_positive_context
1261352052215708,"ಎಲ್ಲಾ ಶ್ರಮಜೀವಿಗಳಿಗೆ ಕಾರ್ಮಿಕ ದಿನಾಚರಣೆಯ ಶುಭಾಶಯಗಳು
#LabourDay #WorkersDay #RespectLabour",5481,138,6,-0.3333333333333333,0.6666666666666667,0.5,Criticism,0.06548863636363636,"We renew every year but our children are not getting scholarships. Madam, please ensure that all the children of workers get scholarships.",Super sister,ಪ್ರತಿ ವರ್ಷವೂ ನಾವು ರಿನಿವಲ್ ಮಾಡುತ್ತಿದ್ದೇವೆ ಆದರೆ ನಮ್ಮ ಮಕ್ಕಳಿಗೆ ಸ್ಕಾಲರ್ಶಿಪ್ ಬರ್ತಾ ಇಲ್ಲ ಮೇಡಂ ಎಲ್ಲಾ ಕಾರ್ಮಿಕ ಮಕ್ಕಳಿಗೆ ಸ್ಕಾಲರ್ಶಿಪ್ ಬರುವಂತೆ ಮಾಡಿ,ಸೂಪರ್ ಅಕ್ಕಾ 🙏🏻🙏🏻🌷🌹
1261715042179409,"ದಾವಣಗೆರೆ ಕ್ಷೇತ್ರದಲ್ಲಿ ನನ್ನ ದಿನಚರಿ...
#NammaPrabha #MPOfDavangere",375,10,1,0.0,0.0,0.0,Criticism,0.0045,L,L,L,L
1266699875014259,"ದಾವಣಗೆರೆ ನಗರದಲ್ಲಿ ‌ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere #ministryofminesandgeology #ssmallikarjun",789,12,1,0.0,0.0,0.0,Criticism,0.00925,Help me madam,Help me madam,Help me madam,Help me madam
1268691638148416,"ವಿದ್ಯಾರ್ಥಿಗಳು ಪುಸ್ತಕ ಓದುವ ಹವ್ಯಾಸ ಬೆಳೆಸಿಕೊಳ್ಳಬೇಕು.ಇದರಿಂದ  ಹೆಚ್ಚಿನ‌ ಜ್ಞಾನ ಬೆಳೆಯುತ್ತದೆ.
#NammaPrabha #MPOfDavangere",371,8,1,1.0,0.0,0.0,Praise,0.004409090909090909,🥳🥳🧬🥝🤩🤣🤣🪖🪖🥰🥰 good morning madam cute pic madam super speech madam all the best all up you madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations all your old sudtints school life line speech super dissection teaching super working speech madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🧬🧬🤣🪖🥰🥰,🥳🥳🧬🥝🤩🤣🤣🪖🪖🥰🥰 good morning madam cute pic madam super speech madam all the best all up you madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations all your old sudtints school life line speech super dissection teaching super working speech madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🧬🧬🤣🪖🥰🥰,🚩💛❤️🌵🎒🥳🥳🧬🙏☔📷📷😁😉🥝☘️😘🎮🤩🤣🤣👏🌧️💕🗜️🛣️🛣️🪖🪖🪖🥰🥰🏫🎉😍🍧🇮🇳🇮🇳🇮🇳🏆🌾🌾🌾 good morning madam cute pic madam super speech madam all the best all up you madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations all your old sudtints school 🏫🎒 life line speech super dissection teaching super working speech madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🚩💛❤️🌵🌵👕🍰🌅🍥🧬🧬🙏☔☔🌧️😉☘️☘️😘🎮🎮🤣👏💕🗜️🛣️🛣️🪖🥰🥰🍧🏆🇮🇳🇮🇳🌾🏫🎒,🚩💛❤️🌵🎒🥳🥳🧬🙏☔📷📷😁😉🥝☘️😘🎮🤩🤣🤣👏🌧️💕🗜️🛣️🛣️🪖🪖🪖🥰🥰🏫🎉😍🍧🇮🇳🇮🇳🇮🇳🏆🌾🌾🌾 good morning madam cute pic madam super speech madam all the best all up you madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations all your old sudtints school 🏫🎒 life line speech super dissection teaching super working speech madam Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🚩💛❤️🌵🌵👕🍰🌅🍥🧬🧬🙏☔☔🌧️😉☘️☘️😘🎮🎮🤣👏💕🗜️🛣️🛣️🪖🥰🥰🍧🏆🇮🇳🇮🇳🌾🏫🎒
1272135524470694,"ದಾವಣಗೆರೆ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರದಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",223,4,1,1.0,0.0,0.0,Praise,0.0026363636363636363,Well done. Keep up the good work. Madam..,Well done. Keep up the good work. Madam..,ಇನ್ನು ಒಳ್ಳೆ. ಒಳ್ಳೆ ವರ್ಕ್ ಮಾಡಿ. ಮೇಡಂ.. 👍👍👍,ಇನ್ನು ಒಳ್ಳೆ. ಒಳ್ಳೆ ವರ್ಕ್ ಮಾಡಿ. ಮೇಡಂ.. 👍👍👍
1272777184406528,"ವಿದ್ಯಾರ್ಥಿಗಳು ಒತ್ತಡಕ್ಕೆ ಒಳಗಾಗದೆ ಉತ್ತಮ ವಿದ್ಯಾಭ್ಯಾಸ ಮಾಡಬೇಕು ಜೊತೆಗೆ  ಆತ್ಮವಿಶ್ವಾಸ ಬೆಳೆಸಿಕೊಳ್ಳಬೇಕು..
#NammaPrabha #MPOfDavangere",2002,46,5,0.2,0.7000000000000001,0.2,Praise,0.02385227272727273,"He is mentally ill, not for the exam, but for your organization.",Wonderfully eloquent and inspiring words.,ಅವ್ನು ಮೆಂಟಲ್ ಆಗಿರೋದು ಎಕ್ಸಾಮ್ ಗೆ ಅಲ್ಲ ನಿಮ್ಮ ಸಂಸ್ಥಗೆ ದುಡ್ಡು ಕಟ್ಟಿ ಕಟ್ಟಿ,ಅದ್ಭುತ ವಾದ ಮತ್ತು ಇನ್ಸ್ಪಿರೇಷನ್ ನಿಂದ ಕೂಡಿದ ಮಾತುಗಳು.
1276678797349700,"ನನ್ನ ಬುಧವಾರದ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",923,10,1,,0.0,0.0,N/A,0.010727272727272728,N/A,N/A,N/A,N/A
1278147967202783,"ಮುಂಬೈನ ""ದ ತಾಜ್ ಮಹಲ್ ಪ್ಯಾಲೆಸ್"" ನ ಸಭಾಂಗಣದಲ್ಲಿ ಆಯೋಜಿಸಲಾಗಿದ್ದ  ಸರ್ಕಾರಿ ಭರವಸೆಗಳ ಸಮಿತಿ ಸಭೆಯಲ್ಲಿ ಗೌರವ ಸ್ವೀಕರಿಸಿದ ಸಂದರ್ಭ.....
#TajMahalPalace #Mumbai #GovernmentAssurancesCommittee",567,9,1,1.0,0.0,0.0,Praise,0.006659090909090909,You are deserving for this Sister God bless you,You are deserving for this Sister God bless you,You are deserving for this Sister 🙏💞😍God bless you,You are deserving for this Sister 🙏💞😍God bless you
1279434517074128,"Newsday Monday | May 19 - May 25
#NammaPrabha #MPOfDavangere",158,3,1,1.0,0.0,0.0,Praise,0.001875,Congratulation mdm,Congratulation mdm,Congratulation mdm💐🌹🙏,Congratulation mdm💐🌹🙏
1279626373721609,"ದಕ್ಷಿಣ ಭಾರತದ ಪ್ರಮುಖ ಕೈಗಾರಿಕಾ ನಗರವಲ್ಲದೆ ವೈವಿಧ್ಯಮಯ ಸಂಸ್ಕೃತಿಗೆ ಹೆಸರಾಗಿರುವ ಕೊಯಂಬತ್ತೂರಿನಲ್ಲಿರುವ ಅದ್ಭುತ ಆದಿಯೋಗಿ ಶಿವಾಲಯಕ್ಕೆ ಭೇಟಿ ನೀಡಲಾಯಿತು. ಶಾಂತಿ, ಆಧ್ಯಾತ್ಮಿಕತೆ ಮತ್ತು ಪ್ರಕೃತಿಯ ಮಧ್ಯೆ ಕಳೆದ ಕ್ಷಣಗಳು ಅನನ್ಯ ಅನುಭವ ನೀಡಿದವು.
#AdiyogiShiva #Coimbatore",855,7,1,0.0,0.0,0.0,Healthcare,0.009886363636363636,super medam,super medam,Super medam,Super medam
1280148937002686,"Your attitude shapes your reality!

The difference between success and struggle often lies in how we choose to see the world. Negative minds see limits, problems, and faults. Positive minds see potential, solutions, and blessings.

Choose to focus on what you CAN do. Choose to see the good. Choose to believe in possibilities. 

#MindsetMatters #GrowthMindset #PositivityPower",719,12,2,1.0,0.0,0.0,Praise,0.008465909090909092,Great mom,Great mom,Great mam,Great mam
1280892753594971,"ದಾವಣಗೆರೆಯ ಖಾಸಗಿ ಬಸ್ ನಿಲ್ದಾಣದ ಎರಡನೇ ಮಹಡಿಯಲ್ಲಿ ನಿರ್ಮಿಸಿದ ಮಳಿಗೆಗಳಿಗೆ ಗ್ರಾಹಕರು ಬರುತ್ತಿಲ್ಲ. ಸ್ಮಾರ್ಟ್‌ಸಿಟಿ ಯೋಜನೆಯಡಿ ಕಲ್ಪಿಸಿದ ಮೂಲಸೌಲಭ್ಯ ಜನರಿಗೆ ಉಪಯೋಗವಾಗಬೇಕು. ಬೀದಿಬದಿ ವ್ಯಾಪಾರಸ್ಥರು ನಗರದಲ್ಲಿ ಹೆಚ್ಚಿನ ಸಂಖ್ಯೆಯಲ್ಲಿದ್ದಾರೆ. ಅವರಿಗೆ ಈ ಮಳಿಗೆಗಳನ್ನು ನೀಡುವ ವ್ಯವಸ್ಥೆ ಆಗಬೇಕು.
#NammaPrabha #MPOfDavangere",1807,38,8,0.125,0.41071428571428564,0.125,Praise,0.021488636363636363,The road from Honnali to Shivamogga is difficult for motorcyclists to navigate due to potholes. The 20 km stretch from Honnali to Cheelur T Gopagondanahalli is very damaged and needs to be repaired as soon as possible.,🤣🪖🥝🥉🤩🥰🧬🥳 good evening madam cute pic madam super working speech madam all the best all up you madam congratulations Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations love you so much all up you madam love so much madam 🤣🥑🪖🤩🥰🧬🥳,"ಮೆಡಮ್ ಹೊನ್ನಾಳಿ ಯಿಂದ ಶಿವಮೊಗ್ಗ ಹೋಗುವ ರಸ್ತೆ ಗುಂಡಿಗಳಾಗಿ ವೆಕಲ್ ಸವಾರರು ಓಡಾಡುವುದು ಕಷ್ಟವಾಗಿದೆ,ಹೊನ್ನಾಳಯಿಂದ ಚೀಲೂರು ಮಾರ್ಗ ಟಿ ಗೋಪಗೊಂಡನಹಳ್ಳಿಯವರೆಗೆ ಸುಮಾರು20 ಕಿ,ಮಿ  ತುಂಬಾನೆ ಹಾಳಾಗಿದೆ ಬೇಗನೆ ದುರಸ್ತಿ ಮಾಡಿಸಿ.",🚩💛❤️🙏📷🤣🌅🌅🪖🚩🏆😍🥝🥉☘️🍰🍰💕🏫🤩😘👏🏬🏬🥰🧬🎒🥳 good evening madam cute pic madam super working speech madam all the best all up you madam congratulations Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations love you so much all up you madam love 💕 so much madam 🚩💛❤️🙏📷🤣🌾😁🎉🥑🗜️🍥🛣️🇮🇳👕🌵💋🪖🚩☘️🍰🏫🤩😘🥰🧬🎒🥳💕☘️
1281722996845280,"ಹರಿಹರ ನಗರ ಹಾಗೂ ತಾಲ್ಲೂಕಿನ ಗ್ರಾಮೀಣ ಭಾಗದಿಂದ ಪ್ರತಿನಿತ್ಯ ದಾವಣಗೆರೆ ವಿಶ್ವವಿದ್ಯಾಲಯಕ್ಕೆ ಕೆಎಸ್ ಆರ್ ಟಿಸಿ ಬಸ್ ಸಂಚಾರಕ್ಕೆ ಅನುಕೂಲ ಮಾಡಿಕೊಡಲಾಗಿದೆ.ವಿದ್ಯಾರ್ಥಿಗಳು ಸದುಪಯೋಗ ಪಡೆದುಕೊಳ್ಳ ಬಹುದಾಗಿದೆ.
#Harihara #KSRTC #StudentTransport",131,4,1,1.0,0.0,0.0,Praise,0.001590909090909091,Thanks madam,Thanks madam,Thanks madam,Thanks madam
1281838446833735,"9 ವರ್ಷಗಳ ನಿರೀಕ್ಷೆಗೆ ಇಂದು ತಕ್ಕ ಪ್ರತಿಫಲ ಸಿಕ್ಕಿದೆ! 
ನಮ್ಮ RCB, 4ನೇ ಬಾರಿ IPL ಫೈನಲ್ ತಲುಪಿದೆ — ಈ ಕ್ಷಣ, ಪ್ರತಿ ಕನ್ನಡಿಗನ ಹೃದಯದಲ್ಲಿ ಹೆಮ್ಮೆಯ ಸ್ವರವಾಗಿದೆ. ❤️💛

ಇದು ಕೇವಲ ಆಟವಲ್ಲ, ಇದು ಪ್ರಾಮಾಣಿಕ ಶ್ರಮ, ಸಹನೆ ಮತ್ತು ತಂಡದ ಮನೋಬಲದ ವಿಜಯ.
ನಮ್ಮ ಯುವಕರಿಗೆ ಪ್ರೇರಣೆ ನೀಡುವಂತಹ ಕ್ಷಣ.

ನಮ್ಮ ತಂಡಕ್ಕೆ ಮುಂದಿನ ಹಂತಕ್ಕೆ ಹಾರೈಕೆಗಳು.

#RCB #Ipl2025 #esalacupnamde",147,1,0,,0.0,0.0,N/A,0.0016931818181818183,N/A,N/A,N/A,N/A
1282156746801905,"ಕನ್ನಡ ಸಾಹಿತ್ಯಕ್ಕೆ ಅಪಾರಕೊಡುಗೆ ನೀಡಿದ ಹಿರಿಯ ಕವಿಗಳಾದ ಹೆಚ್.ಎಸ್ ವೆಂಕಟೇಶಮೂರ್ತಿ ಅವರ ನಿಧನದ ಸುದ್ದಿ ನಿಜಕ್ಕೂ ಬೇಸರ ತಂದಿದೆ.ಅನೇಕ ಕಾದಂಬರಿಗಳು,ಕಥೆ ಹಾಗೂ ಭಾವಗೀತೆಗಳ ಮೂಲಕ ಹೆಸರಾಗಿದ್ದ ವೆಂಕಟೇಶ ಮೂರ್ತಿಯವರು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಚನ್ನಗಿರಿ ತಾಲ್ಲೂಕಿನ ಹೊದಿಗೆರೆ ಗ್ರಾಮದವರು ಎಂಬುದೇ ನಮಗೆಲ್ಲಾ ಹೆಮ್ಮೆಯ ಸಂಗತಿ.ಮೃತರ ಆತ್ಮಕ್ಕೆ ಸದ್ಗತಿ ದೊರಕಲಿ. ಅವರ ಕುಟುಂಬದವರಿಗೆ, ಆಪ್ತರಿಗೆ ಈ ಅಗಲಿಕೆಯ ನೋವನ್ನು ಭರಿಸುವ ಶಕ್ತಿಯನ್ನು ಭಗವಂತ ಕರುಣಿಸಲಿ ಎಂದು ಪ್ರಾರ್ಥಿಸುತ್ತೇನೆ. 

ಭಾವಪೂರ್ಣ ನಮನಗಳು...
ಓಂ ಶಾಂತಿ.",143,5,3,0.6666666666666666,0.33333333333333337,0.0,Praise,0.0017727272727272728,RIP,Om Shanti,RIP,Om Shanti
