post_id,post_caption,post_title,total_likes,num_shares,comment_text,comment_likes
1190641155953465,"ದಾವಣಗೆರೆಯ ವಾರ್ಡ್ 21 ರ ಬಸಾಪುರದ‌ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ವಾರ್ಷಿಕೋತ್ಸವ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಲಾಯಿತು.ಶಾಲೆಯ ಮಕ್ಕಳ ಶಿಸ್ತು, ಅಲ್ಲಿಯ ಸ್ವಚ್ಚ ಹಾಗೂ ಸುಂದರ ವಾತಾವರಣ ಮಾದರಿಯಾಗಿದೆ. ‌ಶಾಲೆಯಲ್ಲಿ ಇಂಗ್ಲಿಷ್ ಮಾಧ್ಯಮ ಪ್ರಾರಂಭಿಸಲಾಗಿರುವುದು ಮಕ್ಕಳಲ್ಲಿ ಕಲಿಕೆಗೆ ಸಹಕಾರಿಯಾಗಿದೆ.
#NammaPrabha #MPOfDavangere","ದಾವಣಗೆರೆಯ ವಾರ್ಡ್ 21 ರ ಬಸಾಪುರದ‌ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ವಾರ್ಷಿಕೋತ್ಸವ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಲಾಯಿತು.ಶಾಲೆಯ ಮಕ್ಕಳ ಶಿಸ್ತು, ಅಲ್ಲಿಯ ಸ್ವಚ್ಚ ಹಾಗೂ ಸುಂದರ ವಾತಾವರಣ ಮಾದರಿಯಾಗಿದೆ. ‌ಶಾಲೆಯಲ್ಲಿ ಇಂಗ್ಲಿಷ್ ಮಾಧ್ಯಮ ಪ್ರಾರಂಭಿಸಲಾಗಿರುವುದು ಮಕ್ಕಳಲ್ಲಿ ಕಲಿಕೆಗೆ ಸಹಕಾರಿಯಾಗಿದೆ.
#NammaPrabha #MPOfDavangere",271,13,🙏,0
1190149912669256,"ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere","ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere",583,7,🚩💛❤️🇮🇳🍦🍦🥦🌾🙏🪖🪖⛑️🩺🩺😍🎉🎉🎄😘🎶🥰📹📹💕 Good morning madam super working speech madam congratulations Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🚩💛❤️🇮🇳🇮🇳🍦🥦🌾🪖🪖⛑️🩺🩺😍🎉😘😘🎶🥰📹📹💕🍔🌅🥪🥪💋💋🤩⛄🍰🍞🔥🧬🥳🍥⛱️🥪🏬,0
1190149912669256,"ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere","ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere",583,7,No 1work tai 👌👌👌👍👍👍,0
1190149912669256,"ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere","ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere",583,7,I like u madam,0
1190149912669256,"ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere","ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere",583,7,ಬಡವರ ಪಾಲಿನ ಅಮ್ಮ ನೀವು. ನಿಮ್ಮ ಜನ ಸೇವೆ ಈಗೆ ಮುಂದುವರಿಯಲಿ 🌹,0
1190149912669256,"ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere","ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere",583,7,ತ್ರೀಬಲ್ ಎಂಜೆನ್ ಸರ್ಕಾರ,0
1190149912669256,"ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere","ಎಂದಿನಂತೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಕ್ಷೇತ್ರದ ಜನರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು. ಜೊತೆಗೆ ವಿವಿಧ ವಿಷಯಗಳ ಕುರಿತು ಚರ್ಚೆ ಮಾಡಲಾಯಿತು
#NammaPrabha #MPOfDavangere",583,7,🙏🙏,0
1190705565947024,"ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere","ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",497,2,Good job madam,0
1190705565947024,"ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere","ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",497,2,🙏🏾 ಆ ದೇವರು ಶ್ರೀ ಉಚ್ಚಂಗಮ್ಮ ತಮಗೂ ತಮ್ಮ ಕುಟುಂಬ ವರ್ಗದವರಿಗೂ ಆರೋಗ್ಯ ಆಯುರಸ್ತು ಸದಾ ಸುಖ ಶಾಂತಿ ನೆಮ್ಮದಿಯನ್ನು ಶ್ರೀ ಮಹಾತಾಯಿ ತಮಗೆ ಕರುಣಿಸಲಿ 🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾,0
1190705565947024,"ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere","ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",497,2,🙏🏼,0
1190705565947024,"ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere","ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",497,2,🙏🙏,0
1190705565947024,"ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere","ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",497,2,,0
1190705565947024,"ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere","ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",497,2,🙏,0
1190705565947024,"ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere","ಬಸಾಪುರದ ಶ್ರೀ ಹುಚ್ಚೆಂಗಮ್ಮ ದೇವಸ್ಥಾನಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ದೇವಿಯ ದರ್ಶನ ಪಡೆಯಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",497,2,ಉಧೋ ಉಧೋ ಉಚ್ಚoಗಮ್ಮ,0
1190469689303945,"ಪ್ರತಿಷ್ಠಿತ ಪದ್ಮಭೂಷಣ ಹಾಗೂ ಪದ್ಮಶ್ರೀ ಪ್ರಶಸ್ತಿಗೆ ಭಾಜನರಾದ ದಿಗ್ಗಜರಿಗೆ ಹಾರ್ದಿಕ ಅಭಿನಂದನೆಗಳು.ನಿಮ್ಮೆಲ್ಲರ ಸಾಧನೆ  ಸ್ಪೂರ್ತಿದಾಯಕ ಹಾಗೂ ಪ್ರೇರಣಾದಾಯಕವಾಗಿದೆ.
#NammaPrabha #MPOfDavangere","ಪ್ರತಿಷ್ಠಿತ ಪದ್ಮಭೂಷಣ ಹಾಗೂ ಪದ್ಮಶ್ರೀ ಪ್ರಶಸ್ತಿಗೆ ಭಾಜನರಾದ ದಿಗ್ಗಜರಿಗೆ ಹಾರ್ದಿಕ ಅಭಿನಂದನೆಗಳು.ನಿಮ್ಮೆಲ್ಲರ ಸಾಧನೆ  ಸ್ಪೂರ್ತಿದಾಯಕ ಹಾಗೂ ಪ್ರೇರಣಾದಾಯಕವಾಗಿದೆ.
#NammaPrabha #MPOfDavangere",165,2,Thanks great leader,0
