text,date,commentUrl,profileName,likesCount,postTitle,facebookUrl
🙏,2025-06-03T14:12:48.000Z,https://www.facebook.com/SSMDVG/videos/1070870444964164/?comment_id=2093108854505192,Balaraju Bala,0,ದಾವಣಗೆರೆ ಕ್ಷೇತ್ರದ ಸಂಸದರಾದ ಡಾ.ಪ್ರಭಾ‌ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರು ಧಾರ್ಮಿಕ ತಳಹದಿಯ ಮೇಲೆ ಸಾಮಾಜಿಕ‌ ಚಿಂತನೆಗಳ ಮೂಲಕ ಉತ್ತಮ ವಿಚಾರಧಾರೆಗಳನ್ನು ಜನಸಮುದಾಯಕ್ಕೆ ಮುಟ್ಟಿಸುವ ಕೆಲಸ...,https://www.facebook.com/SSMDVG/videos/1070870444964164/
Your a great personality madam 🙏🙏,2025-06-04T04:56:34.000Z,https://www.facebook.com/SSMDVG/videos/1070870444964164/?comment_id=1246795120344505,Girija Maligi,0,ದಾವಣಗೆರೆ ಕ್ಷೇತ್ರದ ಸಂಸದರಾದ ಡಾ.ಪ್ರಭಾ‌ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರು ಧಾರ್ಮಿಕ ತಳಹದಿಯ ಮೇಲೆ ಸಾಮಾಜಿಕ‌ ಚಿಂತನೆಗಳ ಮೂಲಕ ಉತ್ತಮ ವಿಚಾರಧಾರೆಗಳನ್ನು ಜನಸಮುದಾಯಕ್ಕೆ ಮುಟ್ಟಿಸುವ ಕೆಲಸ...,https://www.facebook.com/SSMDVG/videos/1070870444964164/
Very nice madam,2025-06-03T12:08:37.000Z,https://www.facebook.com/SSMDVG/videos/1070870444964164/?comment_id=1038133894959375,Shabaz Khan,0,ದಾವಣಗೆರೆ ಕ್ಷೇತ್ರದ ಸಂಸದರಾದ ಡಾ.ಪ್ರಭಾ‌ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರು ಧಾರ್ಮಿಕ ತಳಹದಿಯ ಮೇಲೆ ಸಾಮಾಜಿಕ‌ ಚಿಂತನೆಗಳ ಮೂಲಕ ಉತ್ತಮ ವಿಚಾರಧಾರೆಗಳನ್ನು ಜನಸಮುದಾಯಕ್ಕೆ ಮುಟ್ಟಿಸುವ ಕೆಲಸ...,https://www.facebook.com/SSMDVG/videos/1070870444964164/
🙏🏻🙏🏻🙏🏻🙏🏻,2025-06-04T05:59:59.000Z,https://www.facebook.com/SSMDVG/videos/1070870444964164/?comment_id=656027074092602,DrMallikarjunaiah Sarangamath,0,ದಾವಣಗೆರೆ ಕ್ಷೇತ್ರದ ಸಂಸದರಾದ ಡಾ.ಪ್ರಭಾ‌ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರು ಧಾರ್ಮಿಕ ತಳಹದಿಯ ಮೇಲೆ ಸಾಮಾಜಿಕ‌ ಚಿಂತನೆಗಳ ಮೂಲಕ ಉತ್ತಮ ವಿಚಾರಧಾರೆಗಳನ್ನು ಜನಸಮುದಾಯಕ್ಕೆ ಮುಟ್ಟಿಸುವ ಕೆಲಸ...,https://www.facebook.com/SSMDVG/videos/1070870444964164/
""" ನಿಮ್ಮ  ಆಶೀರ್ವಾದ  ಸದಾಕಾಲ  ಈಗೆ  ಇರಲಿ  ದೇವರು """,2025-06-05T18:32:08.000Z,https://www.facebook.com/SSMDVG/videos/1070870444964164/?comment_id=696594856421637,Shiva Raj,1,ದಾವಣಗೆರೆ ಕ್ಷೇತ್ರದ ಸಂಸದರಾದ ಡಾ.ಪ್ರಭಾ‌ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರು ಧಾರ್ಮಿಕ ತಳಹದಿಯ ಮೇಲೆ ಸಾಮಾಜಿಕ‌ ಚಿಂತನೆಗಳ ಮೂಲಕ ಉತ್ತಮ ವಿಚಾರಧಾರೆಗಳನ್ನು ಜನಸಮುದಾಯಕ್ಕೆ ಮುಟ್ಟಿಸುವ ಕೆಲಸ...,https://www.facebook.com/SSMDVG/videos/1070870444964164/
💐🌹🙏,2025-06-04T16:16:36.000Z,https://www.facebook.com/SSMDVG/videos/1070870444964164/?comment_id=602177442890504,Gajendra Buduker,0,ದಾವಣಗೆರೆ ಕ್ಷೇತ್ರದ ಸಂಸದರಾದ ಡಾ.ಪ್ರಭಾ‌ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರು ಧಾರ್ಮಿಕ ತಳಹದಿಯ ಮೇಲೆ ಸಾಮಾಜಿಕ‌ ಚಿಂತನೆಗಳ ಮೂಲಕ ಉತ್ತಮ ವಿಚಾರಧಾರೆಗಳನ್ನು ಜನಸಮುದಾಯಕ್ಕೆ ಮುಟ್ಟಿಸುವ ಕೆಲಸ...,https://www.facebook.com/SSMDVG/videos/1070870444964164/
🙏,2025-06-05T05:33:06.000Z,https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl?comment_id=697084322932833,Ruth Salome,0,"ಯುಪಿಎಸ್ ಸಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ  ರ‍್ಯಾಂಕ್ ಗಳಿಸಿದ ಚನ್ನಗಿರಿಯ ಡಾ.ದಯಾನಂದ ಸಾಗರ್ ಅವರನ್ನು 
ಚನ್ನಗಿರಿಯ ಪ್ರವಾಸಿಮಂದಿರದಲ್ಲಿ  ಗೌರವಿಸಿ ಸನ್ಮಾನಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ತಾಲ್ಲೂಕಿನ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರುಗಳು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
#DrDayanandSagar #Channagiri #UPSCRankHolder",https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl
Congratulations Brother 💐💐💐💐,2025-06-03T19:39:20.000Z,https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl?comment_id=1048555613885685,Kotesh Bankar,0,"ಯುಪಿಎಸ್ ಸಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ  ರ‍್ಯಾಂಕ್ ಗಳಿಸಿದ ಚನ್ನಗಿರಿಯ ಡಾ.ದಯಾನಂದ ಸಾಗರ್ ಅವರನ್ನು 
ಚನ್ನಗಿರಿಯ ಪ್ರವಾಸಿಮಂದಿರದಲ್ಲಿ  ಗೌರವಿಸಿ ಸನ್ಮಾನಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ತಾಲ್ಲೂಕಿನ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರುಗಳು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
#DrDayanandSagar #Channagiri #UPSCRankHolder",https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl
👌👌👌👌👌,2025-06-02T10:39:03.000Z,https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl?comment_id=2540237899655940,Shivanna M,1,"ಯುಪಿಎಸ್ ಸಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ  ರ‍್ಯಾಂಕ್ ಗಳಿಸಿದ ಚನ್ನಗಿರಿಯ ಡಾ.ದಯಾನಂದ ಸಾಗರ್ ಅವರನ್ನು 
ಚನ್ನಗಿರಿಯ ಪ್ರವಾಸಿಮಂದಿರದಲ್ಲಿ  ಗೌರವಿಸಿ ಸನ್ಮಾನಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ತಾಲ್ಲೂಕಿನ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರುಗಳು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
#DrDayanandSagar #Channagiri #UPSCRankHolder",https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl
ತುಂಬು ಹೃದಯದ ಶುಭಾಶಯಗಳು 💐,2025-06-03T05:27:43.000Z,https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl?comment_id=1097792352166877,Amith A L Amith,0,"ಯುಪಿಎಸ್ ಸಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ  ರ‍್ಯಾಂಕ್ ಗಳಿಸಿದ ಚನ್ನಗಿರಿಯ ಡಾ.ದಯಾನಂದ ಸಾಗರ್ ಅವರನ್ನು 
ಚನ್ನಗಿರಿಯ ಪ್ರವಾಸಿಮಂದಿರದಲ್ಲಿ  ಗೌರವಿಸಿ ಸನ್ಮಾನಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ತಾಲ್ಲೂಕಿನ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರುಗಳು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
#DrDayanandSagar #Channagiri #UPSCRankHolder",https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl
Congratulations,2025-06-02T00:59:14.000Z,https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl?comment_id=1069063158495670,Lakshmi Pathy,0,"ಯುಪಿಎಸ್ ಸಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ  ರ‍್ಯಾಂಕ್ ಗಳಿಸಿದ ಚನ್ನಗಿರಿಯ ಡಾ.ದಯಾನಂದ ಸಾಗರ್ ಅವರನ್ನು 
ಚನ್ನಗಿರಿಯ ಪ್ರವಾಸಿಮಂದಿರದಲ್ಲಿ  ಗೌರವಿಸಿ ಸನ್ಮಾನಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ತಾಲ್ಲೂಕಿನ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರುಗಳು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
#DrDayanandSagar #Channagiri #UPSCRankHolder",https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl
ಕಂಗ್ರಾಟ್ಸ್ ಬ್ರದರ್ 💐,2025-06-02T13:42:39.000Z,https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl?comment_id=1413014720123515,Umapathi R,0,"ಯುಪಿಎಸ್ ಸಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ  ರ‍್ಯಾಂಕ್ ಗಳಿಸಿದ ಚನ್ನಗಿರಿಯ ಡಾ.ದಯಾನಂದ ಸಾಗರ್ ಅವರನ್ನು 
ಚನ್ನಗಿರಿಯ ಪ್ರವಾಸಿಮಂದಿರದಲ್ಲಿ  ಗೌರವಿಸಿ ಸನ್ಮಾನಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ತಾಲ್ಲೂಕಿನ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರುಗಳು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
#DrDayanandSagar #Channagiri #UPSCRankHolder",https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl
congratulations,2025-06-02T16:01:09.000Z,https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl?comment_id=1448296339515767,Vasappa Maji Sainika Honnali,0,"ಯುಪಿಎಸ್ ಸಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ  ರ‍್ಯಾಂಕ್ ಗಳಿಸಿದ ಚನ್ನಗಿರಿಯ ಡಾ.ದಯಾನಂದ ಸಾಗರ್ ಅವರನ್ನು 
ಚನ್ನಗಿರಿಯ ಪ್ರವಾಸಿಮಂದಿರದಲ್ಲಿ  ಗೌರವಿಸಿ ಸನ್ಮಾನಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ತಾಲ್ಲೂಕಿನ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರುಗಳು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
#DrDayanandSagar #Channagiri #UPSCRankHolder",https://www.facebook.com/SSMDVG/posts/pfbid029C7EZf2VK3qrwtuvD6bdKQ3oJbNDP22a2dA5CGq8FRvzZoPupqBeLhWeoh1QUNQGl
Good job madam,2025-06-01T16:58:00.000Z,https://www.facebook.com/SSMDVG/posts/pfbid0dQsJm9yV4Pv83LESPD7JrSzSx5i3tE64F2hF3qg86T2txQ2Ng5hjBwhMjQbBttal?comment_id=1264396061791139,Shabaz Khan,0,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಮತ್ತಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಗೆ ಸೇರಿದ ಗೋಣಿವಾಡ ಕ್ಯಾಂಪ್ ನ್ನು  ದಾಸಪ್ಪನಗರ ಎಂದು ಮರುನಾಮಕರಣ ಮಾಡಲಾಗಿದ್ದು ಇಂದು ಹಮ್ಮಿಕೊಂಡಿದ್ದ  ಕೃತಜ್ಞತಾ ಸಮಾರಂಭದಲ್ಲಿ ಗ್ರಾಮಸ್ಥರಿಗೆ ಹಕ್ಕುಪತ್ರ ವಿತರಿಸಿ ಮಾತನಾಡಲಾಯಿತು.ಮತ್ತಿ ಗ್ರಾಮಪಂಚಾಯತ್ ಮಾಜಿ ಅಧ್ಯಕ್ಷರಾದ ಶ್ರೀ ಎನ್.ಡಿ‌.ಮುರಿಗೆಪ್ಪ ಅವರ ಪೂಜ್ಯ ತಂದೆಯವರಾದ ದಿ.ಶ್ರೀ .ನಿಂಗೋಳ್ ದಾಸಪ್ಪ‌  ಮತ್ತು‌ ಅವರ ಪೂಜ್ಯ ತಾಯಿಯವರಾದ ದಿ.ಶ್ರೀಮತಿ ಶಾಂತಮ್ಮ ಅವರುಗಳು ಈ‌  ಜಾಗವನ್ನು‌ ದಾನವಾಗಿ ನೀಡಿದ್ದಾರೆ.ಯಾವುದೇ ಪ್ರತಿಫಲಾಪೇಕ್ಷೆಯಿಲ್ಲದೇ ಅಂದಿನ‌ ಕಾಲದಲ್ಲೇ  ತಮ್ಮ ಜಾಗವನ್ನು ದಾನವಾಗಿ‌‌ ನೀಡಿ ಮಾದರಿಯಾಗಿದ್ದಾರೆ. ಶ್ರೀಯತ ನಿಂಗೋಳ್ ದಾಸಪ್ಪ ನವರ ತಂದೆಯಂತೆ ಅವರ ಪುತ್ರರಾದ ಶ್ರೀಯುತ ಎನ್.ಡಿ ಮುರಿಗೆಪ್ಪನವರು ಅವರ ಕುಟುಂಬದ ಸದಸ್ಯರು ಹಾಗೂ ಗ್ರಾಮಸ್ಥರು ಗೋಣಿವಾಡ ಕ್ಯಾಂಪ್ ನ್ನು ಇದೀಗ ದಾಸಪ್ಪ ನಗರ ಎಂದು ಹೆಸರು ಬದಲಿಸಿ ನಾಮಕರಣ ಮಾಡುವಂತೆ ಸರ್ಕಾರಕ್ಕೆ ಮನವಿ ಮಾಡಿದಂತೆ ದಾಸಪ್ಪ ನಗರ ಎಂದು ನಾಮಕರಣ ‌ಮಾಡಲಾಗಿದೆ. ಗ್ರಾಮಸ್ಥರಿಂದ ಇದೊಂದು ಮಾದರಿ‌ ಕಾರ್ಯಕ್ರಮವಾಗಿದೆ.
#MatthiGramPanchayat #DasappaNagar",https://www.facebook.com/SSMDVG/posts/pfbid0dQsJm9yV4Pv83LESPD7JrSzSx5i3tE64F2hF3qg86T2txQ2Ng5hjBwhMjQbBttal
Super madam 🙏🙏,2025-06-04T04:19:40.000Z,https://www.facebook.com/SSMDVG/posts/pfbid0dQsJm9yV4Pv83LESPD7JrSzSx5i3tE64F2hF3qg86T2txQ2Ng5hjBwhMjQbBttal?comment_id=611039411344038,Girija Maligi,0,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಮತ್ತಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಗೆ ಸೇರಿದ ಗೋಣಿವಾಡ ಕ್ಯಾಂಪ್ ನ್ನು  ದಾಸಪ್ಪನಗರ ಎಂದು ಮರುನಾಮಕರಣ ಮಾಡಲಾಗಿದ್ದು ಇಂದು ಹಮ್ಮಿಕೊಂಡಿದ್ದ  ಕೃತಜ್ಞತಾ ಸಮಾರಂಭದಲ್ಲಿ ಗ್ರಾಮಸ್ಥರಿಗೆ ಹಕ್ಕುಪತ್ರ ವಿತರಿಸಿ ಮಾತನಾಡಲಾಯಿತು.ಮತ್ತಿ ಗ್ರಾಮಪಂಚಾಯತ್ ಮಾಜಿ ಅಧ್ಯಕ್ಷರಾದ ಶ್ರೀ ಎನ್.ಡಿ‌.ಮುರಿಗೆಪ್ಪ ಅವರ ಪೂಜ್ಯ ತಂದೆಯವರಾದ ದಿ.ಶ್ರೀ .ನಿಂಗೋಳ್ ದಾಸಪ್ಪ‌  ಮತ್ತು‌ ಅವರ ಪೂಜ್ಯ ತಾಯಿಯವರಾದ ದಿ.ಶ್ರೀಮತಿ ಶಾಂತಮ್ಮ ಅವರುಗಳು ಈ‌  ಜಾಗವನ್ನು‌ ದಾನವಾಗಿ ನೀಡಿದ್ದಾರೆ.ಯಾವುದೇ ಪ್ರತಿಫಲಾಪೇಕ್ಷೆಯಿಲ್ಲದೇ ಅಂದಿನ‌ ಕಾಲದಲ್ಲೇ  ತಮ್ಮ ಜಾಗವನ್ನು ದಾನವಾಗಿ‌‌ ನೀಡಿ ಮಾದರಿಯಾಗಿದ್ದಾರೆ. ಶ್ರೀಯತ ನಿಂಗೋಳ್ ದಾಸಪ್ಪ ನವರ ತಂದೆಯಂತೆ ಅವರ ಪುತ್ರರಾದ ಶ್ರೀಯುತ ಎನ್.ಡಿ ಮುರಿಗೆಪ್ಪನವರು ಅವರ ಕುಟುಂಬದ ಸದಸ್ಯರು ಹಾಗೂ ಗ್ರಾಮಸ್ಥರು ಗೋಣಿವಾಡ ಕ್ಯಾಂಪ್ ನ್ನು ಇದೀಗ ದಾಸಪ್ಪ ನಗರ ಎಂದು ಹೆಸರು ಬದಲಿಸಿ ನಾಮಕರಣ ಮಾಡುವಂತೆ ಸರ್ಕಾರಕ್ಕೆ ಮನವಿ ಮಾಡಿದಂತೆ ದಾಸಪ್ಪ ನಗರ ಎಂದು ನಾಮಕರಣ ‌ಮಾಡಲಾಗಿದೆ. ಗ್ರಾಮಸ್ಥರಿಂದ ಇದೊಂದು ಮಾದರಿ‌ ಕಾರ್ಯಕ್ರಮವಾಗಿದೆ.
#MatthiGramPanchayat #DasappaNagar",https://www.facebook.com/SSMDVG/posts/pfbid0dQsJm9yV4Pv83LESPD7JrSzSx5i3tE64F2hF3qg86T2txQ2Ng5hjBwhMjQbBttal
Congratulations 🎊 madam,2025-06-02T03:35:34.000Z,https://www.facebook.com/SSMDVG/posts/pfbid0dQsJm9yV4Pv83LESPD7JrSzSx5i3tE64F2hF3qg86T2txQ2Ng5hjBwhMjQbBttal?comment_id=1201671228366889,Lakshmi Pathy,0,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಮತ್ತಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಗೆ ಸೇರಿದ ಗೋಣಿವಾಡ ಕ್ಯಾಂಪ್ ನ್ನು  ದಾಸಪ್ಪನಗರ ಎಂದು ಮರುನಾಮಕರಣ ಮಾಡಲಾಗಿದ್ದು ಇಂದು ಹಮ್ಮಿಕೊಂಡಿದ್ದ  ಕೃತಜ್ಞತಾ ಸಮಾರಂಭದಲ್ಲಿ ಗ್ರಾಮಸ್ಥರಿಗೆ ಹಕ್ಕುಪತ್ರ ವಿತರಿಸಿ ಮಾತನಾಡಲಾಯಿತು.ಮತ್ತಿ ಗ್ರಾಮಪಂಚಾಯತ್ ಮಾಜಿ ಅಧ್ಯಕ್ಷರಾದ ಶ್ರೀ ಎನ್.ಡಿ‌.ಮುರಿಗೆಪ್ಪ ಅವರ ಪೂಜ್ಯ ತಂದೆಯವರಾದ ದಿ.ಶ್ರೀ .ನಿಂಗೋಳ್ ದಾಸಪ್ಪ‌  ಮತ್ತು‌ ಅವರ ಪೂಜ್ಯ ತಾಯಿಯವರಾದ ದಿ.ಶ್ರೀಮತಿ ಶಾಂತಮ್ಮ ಅವರುಗಳು ಈ‌  ಜಾಗವನ್ನು‌ ದಾನವಾಗಿ ನೀಡಿದ್ದಾರೆ.ಯಾವುದೇ ಪ್ರತಿಫಲಾಪೇಕ್ಷೆಯಿಲ್ಲದೇ ಅಂದಿನ‌ ಕಾಲದಲ್ಲೇ  ತಮ್ಮ ಜಾಗವನ್ನು ದಾನವಾಗಿ‌‌ ನೀಡಿ ಮಾದರಿಯಾಗಿದ್ದಾರೆ. ಶ್ರೀಯತ ನಿಂಗೋಳ್ ದಾಸಪ್ಪ ನವರ ತಂದೆಯಂತೆ ಅವರ ಪುತ್ರರಾದ ಶ್ರೀಯುತ ಎನ್.ಡಿ ಮುರಿಗೆಪ್ಪನವರು ಅವರ ಕುಟುಂಬದ ಸದಸ್ಯರು ಹಾಗೂ ಗ್ರಾಮಸ್ಥರು ಗೋಣಿವಾಡ ಕ್ಯಾಂಪ್ ನ್ನು ಇದೀಗ ದಾಸಪ್ಪ ನಗರ ಎಂದು ಹೆಸರು ಬದಲಿಸಿ ನಾಮಕರಣ ಮಾಡುವಂತೆ ಸರ್ಕಾರಕ್ಕೆ ಮನವಿ ಮಾಡಿದಂತೆ ದಾಸಪ್ಪ ನಗರ ಎಂದು ನಾಮಕರಣ ‌ಮಾಡಲಾಗಿದೆ. ಗ್ರಾಮಸ್ಥರಿಂದ ಇದೊಂದು ಮಾದರಿ‌ ಕಾರ್ಯಕ್ರಮವಾಗಿದೆ.
#MatthiGramPanchayat #DasappaNagar",https://www.facebook.com/SSMDVG/posts/pfbid0dQsJm9yV4Pv83LESPD7JrSzSx5i3tE64F2hF3qg86T2txQ2Ng5hjBwhMjQbBttal
Great work madam 👏,2025-06-02T15:59:49.000Z,https://www.facebook.com/SSMDVG/videos/714396867620562/?comment_id=1398934691254439,Lakshmi Pathy,0,"Newsday Monday | May 26 - Jun 01
#NammaPrabha #MPOfDavangere",https://www.facebook.com/SSMDVG/videos/714396867620562/
Good job Prabha mam 👏 👍,2025-06-02T16:45:41.000Z,https://www.facebook.com/SSMDVG/videos/714396867620562/?comment_id=1371322574154766,Yashoda Nune,0,"Newsday Monday | May 26 - Jun 01
#NammaPrabha #MPOfDavangere",https://www.facebook.com/SSMDVG/videos/714396867620562/
ಗುಡ್ suggestion,2025-06-08T23:12:10.000Z,https://www.facebook.com/SSMDVG/videos/2266329143784042/?comment_id=1846983956085175,Umesh Nuchin,0,"ಹೆಣ್ಣುಮಕ್ಕಳು ಉದ್ಯೋಗಸ್ಥರಾಗಲು ಪೋಷಕರ ಸಹಕಾರ ಬಹುಮುಖ್ಯ...ನಿಮ್ಮ ಮಕ್ಕಳು ಅದರಲ್ಲೂ ಹೆಣ್ಣುಮಕ್ಕಳಿಗೆ ಪ್ರತಿ ಹಂತದಲ್ಲೂ ಸಹಕಾರ ನೀಡಬೇಕು.
#NammaPrabha #MPOfDavangere",https://www.facebook.com/SSMDVG/videos/2266329143784042/
🚩💛❤️🌅☘️🤣🥰💕💕🍧🤩🤩😁📷🍰🏆💋🥑🥑🥝🎒🎒🪖🏬🎉😍😍🥳🇮🇳🇮🇳🇮🇳😘🥉👏🗜️🗜️🌾🌾👕 good night sweet dreams madam super speech madam all the best all up you madam all the best congratulations Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam Love 💕 so much madam congratulations 🚩💛❤️🧬🍥🛣️🏫🌅☘️🤩🍰🏆💋🪖🏬🎉😍😍🥳🇮🇳🇮🇳🇮🇳🗜️🌾🌾👕💕,2025-06-08T15:58:49.000Z,https://www.facebook.com/SSMDVG/videos/2266329143784042/?comment_id=2480129339037358,Prakash Channalli,0,"ಹೆಣ್ಣುಮಕ್ಕಳು ಉದ್ಯೋಗಸ್ಥರಾಗಲು ಪೋಷಕರ ಸಹಕಾರ ಬಹುಮುಖ್ಯ...ನಿಮ್ಮ ಮಕ್ಕಳು ಅದರಲ್ಲೂ ಹೆಣ್ಣುಮಕ್ಕಳಿಗೆ ಪ್ರತಿ ಹಂತದಲ್ಲೂ ಸಹಕಾರ ನೀಡಬೇಕು.
#NammaPrabha #MPOfDavangere",https://www.facebook.com/SSMDVG/videos/2266329143784042/
"I visualise good future for DVG due to efforts  by its political leaders like Madam Dr prabha, I wish her all the success.",2025-06-30T01:47:32.000Z,https://www.facebook.com/SSMDVG/videos/2266329143784042/?comment_id=1492661885449227,Chandra Reddy Doddamane,0,"ಹೆಣ್ಣುಮಕ್ಕಳು ಉದ್ಯೋಗಸ್ಥರಾಗಲು ಪೋಷಕರ ಸಹಕಾರ ಬಹುಮುಖ್ಯ...ನಿಮ್ಮ ಮಕ್ಕಳು ಅದರಲ್ಲೂ ಹೆಣ್ಣುಮಕ್ಕಳಿಗೆ ಪ್ರತಿ ಹಂತದಲ್ಲೂ ಸಹಕಾರ ನೀಡಬೇಕು.
#NammaPrabha #MPOfDavangere",https://www.facebook.com/SSMDVG/videos/2266329143784042/
"ಶಾಮನೂರು ಮನೆತನದ ಗೌರವ ಘನತೆಯಲ್ಲಿ ಹೆಚ್ಚಿಸುತ್ತಿರುವ ಹಾಲಿ ಎಂಪಿ ಪ್ರಭಾ ಮೇಡಂ ಅವರಿಗೆ ಹೃತ್ಪೂರ್ವಕ ಅಭಿನಂದನೆಗಳು 
 ಬಡವರ ಪಾಲಿನ ಭಾಗ್ಯದಾತೆ 💐",2025-06-22T08:23:49.000Z,https://www.facebook.com/SSMDVG/videos/2266329143784042/?comment_id=1388751408905706,Putta Naik,0,"ಹೆಣ್ಣುಮಕ್ಕಳು ಉದ್ಯೋಗಸ್ಥರಾಗಲು ಪೋಷಕರ ಸಹಕಾರ ಬಹುಮುಖ್ಯ...ನಿಮ್ಮ ಮಕ್ಕಳು ಅದರಲ್ಲೂ ಹೆಣ್ಣುಮಕ್ಕಳಿಗೆ ಪ್ರತಿ ಹಂತದಲ್ಲೂ ಸಹಕಾರ ನೀಡಬೇಕು.
#NammaPrabha #MPOfDavangere",https://www.facebook.com/SSMDVG/videos/2266329143784042/
