post_id,post_caption,total_likes,num_shares,comment_likes,original_comment_for_context,original_language,text_for_analysis,sentiment_score,topic
1290508885966691,"ನಮ್ಮ ಸಂಸದರು‌ ಸದಾ ಕ್ರಿಯಾಶೀಲರು.ಎಲ್ಲರನ್ನೂ ಆತ್ಮೀಯವಾಗಿ ಮಾತನಾಡಿಸುತ್ತಾರೆ.ಇಂತಹ ಎಂಪಿ ರಾಜ್ಯದಲ್ಲೇ ಇಲ್ಲ.ಕುಟುಂಬದ ಸದಸ್ಯರಂತೆ ಎಲ್ಲರನ್ನೂ ನೋಡುತ್ತಾರೆ.
#NammaPrabha #MPOfDavangere",653,25,0,,en,,,
1290508885966691,"ನಮ್ಮ ಸಂಸದರು‌ ಸದಾ ಕ್ರಿಯಾಶೀಲರು.ಎಲ್ಲರನ್ನೂ ಆತ್ಮೀಯವಾಗಿ ಮಾತನಾಡಿಸುತ್ತಾರೆ.ಇಂತಹ ಎಂಪಿ ರಾಜ್ಯದಲ್ಲೇ ಇಲ್ಲ.ಕುಟುಂಬದ ಸದಸ್ಯರಂತೆ ಎಲ್ಲರನ್ನೂ ನೋಡುತ್ತಾರೆ.
#NammaPrabha #MPOfDavangere",653,25,0,,en,,,
1290508885966691,"ನಮ್ಮ ಸಂಸದರು‌ ಸದಾ ಕ್ರಿಯಾಶೀಲರು.ಎಲ್ಲರನ್ನೂ ಆತ್ಮೀಯವಾಗಿ ಮಾತನಾಡಿಸುತ್ತಾರೆ.ಇಂತಹ ಎಂಪಿ ರಾಜ್ಯದಲ್ಲೇ ಇಲ್ಲ.ಕುಟುಂಬದ ಸದಸ್ಯರಂತೆ ಎಲ್ಲರನ್ನೂ ನೋಡುತ್ತಾರೆ.
#NammaPrabha #MPOfDavangere",653,25,0,,en,,,
1290508885966691,"ನಮ್ಮ ಸಂಸದರು‌ ಸದಾ ಕ್ರಿಯಾಶೀಲರು.ಎಲ್ಲರನ್ನೂ ಆತ್ಮೀಯವಾಗಿ ಮಾತನಾಡಿಸುತ್ತಾರೆ.ಇಂತಹ ಎಂಪಿ ರಾಜ್ಯದಲ್ಲೇ ಇಲ್ಲ.ಕುಟುಂಬದ ಸದಸ್ಯರಂತೆ ಎಲ್ಲರನ್ನೂ ನೋಡುತ್ತಾರೆ.
#NammaPrabha #MPOfDavangere",653,25,0,Super Sathish Anna,ml-Latn,Super Sathish Anna,1.0,Praise
1290508885966691,"ನಮ್ಮ ಸಂಸದರು‌ ಸದಾ ಕ್ರಿಯಾಶೀಲರು.ಎಲ್ಲರನ್ನೂ ಆತ್ಮೀಯವಾಗಿ ಮಾತನಾಡಿಸುತ್ತಾರೆ.ಇಂತಹ ಎಂಪಿ ರಾಜ್ಯದಲ್ಲೇ ಇಲ್ಲ.ಕುಟುಂಬದ ಸದಸ್ಯರಂತೆ ಎಲ್ಲರನ್ನೂ ನೋಡುತ್ತಾರೆ.
#NammaPrabha #MPOfDavangere",653,25,0,,en,,,
1290508885966691,"ನಮ್ಮ ಸಂಸದರು‌ ಸದಾ ಕ್ರಿಯಾಶೀಲರು.ಎಲ್ಲರನ್ನೂ ಆತ್ಮೀಯವಾಗಿ ಮಾತನಾಡಿಸುತ್ತಾರೆ.ಇಂತಹ ಎಂಪಿ ರಾಜ್ಯದಲ್ಲೇ ಇಲ್ಲ.ಕುಟುಂಬದ ಸದಸ್ಯರಂತೆ ಎಲ್ಲರನ್ನೂ ನೋಡುತ್ತಾರೆ.
#NammaPrabha #MPOfDavangere",653,25,0,,en,,,
1303498628001050,"ನವದೆಹಲಿಯ ಸಂಸತ್ ಭವನದ ಸಭಾಂಗಣದ ಆವರಣದಲ್ಲಿ ಕೇಂದ್ರ ಸರ್ಕಾರದ ಭರವಸೆಗಳ ಸ್ಥಾಯಿ ಸಮಿತಿಯ ಮಹತ್ವದ ಸಭೆಯ ಸಮಯದಲ್ಲಿ ಅಧಿಕಾರಿಗಳೊಂದಿಗೆ ಚರ್ಚೆ ನಡೆಸಲಾಯಿತು.
#DiscussionWithOfficials #ParliamentHouse #StandingCommitteeMeeting",216,1,0,Congratulations,en,Congratulations,1.0,Praise
1303498628001050,"ನವದೆಹಲಿಯ ಸಂಸತ್ ಭವನದ ಸಭಾಂಗಣದ ಆವರಣದಲ್ಲಿ ಕೇಂದ್ರ ಸರ್ಕಾರದ ಭರವಸೆಗಳ ಸ್ಥಾಯಿ ಸಮಿತಿಯ ಮಹತ್ವದ ಸಭೆಯ ಸಮಯದಲ್ಲಿ ಅಧಿಕಾರಿಗಳೊಂದಿಗೆ ಚರ್ಚೆ ನಡೆಸಲಾಯಿತು.
#DiscussionWithOfficials #ParliamentHouse #StandingCommitteeMeeting",216,1,0,Good morning akka🌅💐💐📗💎💐💐🙏🙏,en,Good morning akka,1.0,Praise
1303498628001050,"ನವದೆಹಲಿಯ ಸಂಸತ್ ಭವನದ ಸಭಾಂಗಣದ ಆವರಣದಲ್ಲಿ ಕೇಂದ್ರ ಸರ್ಕಾರದ ಭರವಸೆಗಳ ಸ್ಥಾಯಿ ಸಮಿತಿಯ ಮಹತ್ವದ ಸಭೆಯ ಸಮಯದಲ್ಲಿ ಅಧಿಕಾರಿಗಳೊಂದಿಗೆ ಚರ್ಚೆ ನಡೆಸಲಾಯಿತು.
#DiscussionWithOfficials #ParliamentHouse #StandingCommitteeMeeting",216,1,0,,en,,,
1302020104815569,"ದಾವಣಗೆರೆಯ ಜಿಲ್ಲಾ ಸಿಜಿ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಆರ್ಥೋಪೆಡಿಕ್ ವಿಭಾಗದ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ನಡೆಸಲು ವಿಳಂಬವಾಗುತ್ತಿರುವ ಕುರಿತು ದೂರುಗಳು ಬರುತ್ತಿವೆ.ಈ ಬಗ್ಗೆ ಕ್ರಮ ಕೈಗೊಂಡು ರೋಗಿಗಳಿಗೆ ಸೂಕ್ತ ಸ್ಪಂದನೆ ನೀಡಬೇಕು.ಯಾವುದೇ  ಕಾರಣಕ್ಕೂ ರೋಗಿಗಳು‌ ನರಳಬಾರದು ಆದ್ದರಿಂದ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು.
#OrthopedicCare #DavangereHospital #PatientRights",480,17,0,"ಮೆಡಮ್ ಜನಪ್ರತಿನಿಧಿಯಾಗಿ ಒಳ್ಳೆಯ ಕೆಲಸ ಮಾಡುತಾ ಇದ್ದಿರಿ,ಈ ಎಲ್ಲಾ ಸಂಸದರು ಮಾಡಿದರೆ ಜನರಿಗೆ ಅನುಕೂಲ ವಾಗುತ್ತದೆ.",kn,"Madam, you are doing a good job as a representative of the people. If all these MPs do this, it will benefit the people.",1.0,Praise
1302020104815569,"ದಾವಣಗೆರೆಯ ಜಿಲ್ಲಾ ಸಿಜಿ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಆರ್ಥೋಪೆಡಿಕ್ ವಿಭಾಗದ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ನಡೆಸಲು ವಿಳಂಬವಾಗುತ್ತಿರುವ ಕುರಿತು ದೂರುಗಳು ಬರುತ್ತಿವೆ.ಈ ಬಗ್ಗೆ ಕ್ರಮ ಕೈಗೊಂಡು ರೋಗಿಗಳಿಗೆ ಸೂಕ್ತ ಸ್ಪಂದನೆ ನೀಡಬೇಕು.ಯಾವುದೇ  ಕಾರಣಕ್ಕೂ ರೋಗಿಗಳು‌ ನರಳಬಾರದು ಆದ್ದರಿಂದ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು.
#OrthopedicCare #DavangereHospital #PatientRights",480,17,0,ಸೂಪರ್ ಮೇಡಂ.,kn,Super madam.,1.0,Praise
1302020104815569,"ದಾವಣಗೆರೆಯ ಜಿಲ್ಲಾ ಸಿಜಿ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಆರ್ಥೋಪೆಡಿಕ್ ವಿಭಾಗದ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ನಡೆಸಲು ವಿಳಂಬವಾಗುತ್ತಿರುವ ಕುರಿತು ದೂರುಗಳು ಬರುತ್ತಿವೆ.ಈ ಬಗ್ಗೆ ಕ್ರಮ ಕೈಗೊಂಡು ರೋಗಿಗಳಿಗೆ ಸೂಕ್ತ ಸ್ಪಂದನೆ ನೀಡಬೇಕು.ಯಾವುದೇ  ಕಾರಣಕ್ಕೂ ರೋಗಿಗಳು‌ ನರಳಬಾರದು ಆದ್ದರಿಂದ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು.
#OrthopedicCare #DavangereHospital #PatientRights",480,17,0,Nice care!,en,Nice care!,1.0,Healthcare
1302020104815569,"ದಾವಣಗೆರೆಯ ಜಿಲ್ಲಾ ಸಿಜಿ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಆರ್ಥೋಪೆಡಿಕ್ ವಿಭಾಗದ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ನಡೆಸಲು ವಿಳಂಬವಾಗುತ್ತಿರುವ ಕುರಿತು ದೂರುಗಳು ಬರುತ್ತಿವೆ.ಈ ಬಗ್ಗೆ ಕ್ರಮ ಕೈಗೊಂಡು ರೋಗಿಗಳಿಗೆ ಸೂಕ್ತ ಸ್ಪಂದನೆ ನೀಡಬೇಕು.ಯಾವುದೇ  ಕಾರಣಕ್ಕೂ ರೋಗಿಗಳು‌ ನರಳಬಾರದು ಆದ್ದರಿಂದ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು.
#OrthopedicCare #DavangereHospital #PatientRights",480,17,0,Very Very great Dr.,en,Very Very great Dr.,1.0,Praise
1302020104815569,"ದಾವಣಗೆರೆಯ ಜಿಲ್ಲಾ ಸಿಜಿ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಆರ್ಥೋಪೆಡಿಕ್ ವಿಭಾಗದ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ನಡೆಸಲು ವಿಳಂಬವಾಗುತ್ತಿರುವ ಕುರಿತು ದೂರುಗಳು ಬರುತ್ತಿವೆ.ಈ ಬಗ್ಗೆ ಕ್ರಮ ಕೈಗೊಂಡು ರೋಗಿಗಳಿಗೆ ಸೂಕ್ತ ಸ್ಪಂದನೆ ನೀಡಬೇಕು.ಯಾವುದೇ  ಕಾರಣಕ್ಕೂ ರೋಗಿಗಳು‌ ನರಳಬಾರದು ಆದ್ದರಿಂದ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು.
#OrthopedicCare #DavangereHospital #PatientRights",480,17,0,Super 💯 Jai prabhakka,hi-Latn,Super Jai Prabhakka,1.0,Praise
1304877334529846,"ವೃತ್ತಿ ಪ್ರೋತ್ಸಾಹ ಸಾಲ ಯೋಜನೆ ಇದು
ಕರ್ನಾಟಕ ಸರ್ಕಾರದಿಂದ ಹೊಸ ಉದ್ಯಮಗಳ ಬೆಂಬಲಿಸಲು ಸ್ವಯಂಉದ್ಯೋಗ ಯೋಜನೆಗೆ ಸಾಲಸೌಲಭ್ಯ ನೀಡುವುದಾಗಿದೆ. ಫಲಾನುಭವಿಗಳು ತಮ್ಮ ವ್ಯವಹಾರಗಳಿಗೆ 1ಲಕ್ಷ ರೂಪಾಯಿ ಸಾಲದ ಪ್ರಯೋಜನ ಪಡೆಯಬಹುದು.ಅಲ್ಲದೇ 1 ಲಕ್ಷ ರೂಪಾಯಿ ಸಾಲದ ಮೊತ್ತದಲ್ಲಿ,ಸಾಲದ ಮೊತ್ತದ ಮೇಲೆ ಶೇ 50ರಷ್ಟು ಸಬ್ಸಿಡಿಯನ್ನು ಕರ್ನಾಟಕ ಸರ್ಕಾರ ವೃತ್ತಿ ಪ್ರೋತ್ಸಾಹ ಸಾಲ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ಫಲಾನುಭವಿಗಳಿಗೆ ನೀಡುತ್ತದೆ.ಈ ಬಗ್ಗೆ ನಮ್ಮ ""ಪರಿ"" ಸಂಪೂರ್ಣ ಮಾಹಿತಿ ನೀಡಿದ್ದಾರೆ.ಈ ಯೋಜನೆಯ ಪ್ರಯೋಜನ ಪಡೆದುಕೊಳ್ಳಬಹುದಾಗಿದೆ...
#SelfEmployment #BusinessLoan #GovernmentScheme",43,5,0,Congratulations 🎊 👏 💐,en,Congratulations,1.0,Praise
1304087191275527,"ಭಾರತವನ್ನು ಬಿಕ್ಕಟ್ಟಿನಿಂದ ದೂರವಿಟ್ಟು ಉದಾರೀಕರಣ, ಸ್ವಾವಲಂಬನೆ ಮತ್ತು ಜಾಗತಿಕ ಏಕೀಕರಣದ ಹಾದಿಯತ್ತ ಸಾಗುವಂತೆ ಮಾಡುವಲ್ಲಿ ಅವಿರತವಾಗಿ ಶ್ರಮಿಸಿದ ಮಾಜಿ 
ಪ್ರಧಾನಮಂತ್ರಿಗಳಾದ ದಿವಂಗತ ಶ್ರೀ ಪಿ.ವಿ.ನರಸಿಂಹರಾವ್‌ ಅವರ ಜನ್ಮದಿನದಂದು ಗೌರವ ಪೂರ್ವಕ ನಮನಗಳು...
#PVNarasimhaRao",38,1,0,The Man Who Remade India .,en,The Man Who Remade India .,1.0,Criticism
1304087191275527,"ಭಾರತವನ್ನು ಬಿಕ್ಕಟ್ಟಿನಿಂದ ದೂರವಿಟ್ಟು ಉದಾರೀಕರಣ, ಸ್ವಾವಲಂಬನೆ ಮತ್ತು ಜಾಗತಿಕ ಏಕೀಕರಣದ ಹಾದಿಯತ್ತ ಸಾಗುವಂತೆ ಮಾಡುವಲ್ಲಿ ಅವಿರತವಾಗಿ ಶ್ರಮಿಸಿದ ಮಾಜಿ 
ಪ್ರಧಾನಮಂತ್ರಿಗಳಾದ ದಿವಂಗತ ಶ್ರೀ ಪಿ.ವಿ.ನರಸಿಂಹರಾವ್‌ ಅವರ ಜನ್ಮದಿನದಂದು ಗೌರವ ಪೂರ್ವಕ ನಮನಗಳು...
#PVNarasimhaRao",38,1,0,कोटि कोटि नमन,hi,Millions of salutations to you,1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,0,No comments but only compliments madam,en,No comments but only compliments madam,0.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,1,"Madam for your pubic interest &concern so proud of you, keep it up and god bless you🌹♥️",en,"Madam for your pubic interest &concern so proud of you, keep it up and god bless you",1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,1,"ನಿಮ್ಮ ಸುಸಂಸ್ಕೃತ, ಸಜ್ಜನಿಕೆಯ,ಗಾಂಭೀರ್ಯದ ರಾಜಕೀಯ ನಡವಳಿಕೆಗಳು ಇಂದಿನ ರಾಜಕಾರಣಕ್ಕೆ ಅನುಕರಣೀಯವಾದುದು.ಜನರ ದುಃಖ ದುಮ್ಮಾನ ಗಳಿಗೆ ಧ್ವನಿಯಾಗಿ .ನಿಮಗೆ ಶುಭವಾಗಲಿ🙏🏼",kn,"Your civilized, polite, and dignified political behavior is exemplary for today&#39;s politics. Be a voice for the sorrows and grievances of the people. Good luck to you.",1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,0,So far your public concern is appreciated.keep it up and best wishes to you,en,So far your public concern is appreciated.keep it up and best wishes to you,1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,0,"ನಿಜವಾದ ಒಬ್ಬ ಸುಶ್ಮಿಕೃತವಾದ ಹೆಣ್ಣುಮಗಳು 
 ಇವರಿಗೆ ದೇವರು ಆರೋಗ್ಯ ಆಯಸ್ಸು ಮತ್ತು ನಮ್ಮ ದಾವಣಗೆರೆ ಜನತೆಗೆ ಇನ್ನೂ ಒಳ್ಳೆಯ ಸೇವೆ ಮಾಡಲಿ ಆ ದೇವರು ನಿಮಗೆ ಶಕ್ತಿಯನ್ನು ನೀಡಲಿ ಎಂದು ಆ ದೇವರಲ್ಲಿ ಪ್ರಾರ್ಥಿಸುತ್ತೇನೆ 🙏🙏",kn,I pray to God that you are a truly beautiful woman and may God give you good health and long life and may you continue to serve the people of Davangere well. May God give you strength.,1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,0,Happy Sunday mam 🌍,en,Happy Sunday mam,1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,1,ಮೇಡಂ ಅವರಿಗೆ ಅಭಿನಂದನೆಗಳು 🙏🏻🌹,kn,Congratulations to Madam.,1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,1,All the best madam.Very meaningful messge🙏👏,en,All the best madam.Very meaningful messge,1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,0,ನಮ್ಮ ಸಂಸದರು ನಮ್ಮ ಹೆಮ್ಮೆನಮ್ಮ ಜನತೆಯ ತಾಯಿ  ಇಂತಹ ದೇವತೆ ಬೇಕು ಕನ್ನಡಾಂಬೆ ಮಕ್ಕಳಿಗೆ ಬಡವರಿಗೆ ತಾಯಿ ಯಾಗಿ ಸರ್ವರಿಗೂ ಸಹೋದರಿಯಾಗಿ ಮುಂದಿನ ಮುಖ್ಯಮಂತ್ರಿ ಯಾಗಿ ಜನ ಸೇವೆ ಮಾಡುವಂತಹ ವರು ಆಗಲೆಂದು ಹಾರೈಸುತ್ತೆನೆ,kn,"Our MPs are our pride, the mother of our people. We need such a goddess. I wish that they will be the next Chief Minister who will serve the people as a mother to the children of Kannada, a sister to everyone, and a mother to the poor.",1.0,Praise
1290761929274720,"To turn your dreams into reality, courage and effort are essential.
#NammaPrabha #MPOfDavangere",2808,19,1,Jai prabha madam..... I truly feel that one day you will be the cm of karnataka,en,Jai prabha madam..... I truly feel that one day you will be the cm of karnataka,1.0,Praise
1301941654823414,"India celebrates a proud moment as Group Captain Shubhanshu Shukla marks a new chapter in the country’s space journey. His participation in Axiom Mission 4, alongside astronauts from the US, Poland, and Hungary, is a powerful testament to international cooperation and the idea that the world is truly one family — ‘Vasudhaiva Kutumbakam’. This mission not only strengthens the growing partnership between NASA and ISRO but also paves the way for groundbreaking research. The experiments planned during this journey are expected to contribute significantly to scientific advancement and deepen our understanding of space.

#ShubhanshuShukla",22,0,0,,en,,,
1303575554660024,"ಕುಂದವಾಡ ಕೆರೆಯಲ್ಲಿ ಹೂಳೆತ್ತುವ ಮೂಲಕ‌ ನೀರು ಶೇಖರಣೆ ಮಾಡಿದ್ದೇವೆ.ಇದರಿಂದ ಬೋರ್ ವೆಲ್ ಗಳಲ್ಲಿ ಹಾಗೂ ಮನೆಗಳಲ್ಲಿ ಜನರಿಗೆ ನೀರಿನ ಬವಣೆ ತಪ್ಪಿದೆ.ಜೊತೆಗೆ ಟಿವಿ ಸ್ಟೇಷನ್ ನಿಂದ ದಾವಣಗೆರೆ ನಗರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ತೊಂದರೆ ನಿವಾರಣೆಯಾಯಿತು.ದಾವ
ಣಗೆರೆಯ ಪಾರ್ಕ್ ಗಳಲ್ಲಿ ವಾಕಿಂಗ್ ಪಾಥ್ ನಿರ್ಮಾಣ ಮಾಡಲಾಗಿದೆ.ಓಪನ್ ಜಿಮ್  ಅಳವಡಿಸಲಾಗಿದೆ ಇದರಿಂದ ಜನರಿಗೆ ಅನುಕೂಲವಾಗಿದೆ..
""ದಾವಣಗೆರೆ ಅಭಿವೃದ್ಧಿ ಪಥದತ್ತ""...ಜಿಲ್ಲಾ ಉಸ್ತುವಾರಿ  ಸಚಿವರಾದ ಎಸ್ ಎಸ್ ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರ ಕಾಳಜಿಯ ನುಡಿಗಳು...
#DavangereDevelopment #WaterConservation #UrbanDevelopment",1212,23,0,Sir your vision makes davangere most affordable city with all amenities.,en,Sir your vision makes davangere most affordable city with all amenities.,1.0,Infrastructure
1303575554660024,"ಕುಂದವಾಡ ಕೆರೆಯಲ್ಲಿ ಹೂಳೆತ್ತುವ ಮೂಲಕ‌ ನೀರು ಶೇಖರಣೆ ಮಾಡಿದ್ದೇವೆ.ಇದರಿಂದ ಬೋರ್ ವೆಲ್ ಗಳಲ್ಲಿ ಹಾಗೂ ಮನೆಗಳಲ್ಲಿ ಜನರಿಗೆ ನೀರಿನ ಬವಣೆ ತಪ್ಪಿದೆ.ಜೊತೆಗೆ ಟಿವಿ ಸ್ಟೇಷನ್ ನಿಂದ ದಾವಣಗೆರೆ ನಗರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ತೊಂದರೆ ನಿವಾರಣೆಯಾಯಿತು.ದಾವ
ಣಗೆರೆಯ ಪಾರ್ಕ್ ಗಳಲ್ಲಿ ವಾಕಿಂಗ್ ಪಾಥ್ ನಿರ್ಮಾಣ ಮಾಡಲಾಗಿದೆ.ಓಪನ್ ಜಿಮ್  ಅಳವಡಿಸಲಾಗಿದೆ ಇದರಿಂದ ಜನರಿಗೆ ಅನುಕೂಲವಾಗಿದೆ..
""ದಾವಣಗೆರೆ ಅಭಿವೃದ್ಧಿ ಪಥದತ್ತ""...ಜಿಲ್ಲಾ ಉಸ್ತುವಾರಿ  ಸಚಿವರಾದ ಎಸ್ ಎಸ್ ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರ ಕಾಳಜಿಯ ನುಡಿಗಳು...
#DavangereDevelopment #WaterConservation #UrbanDevelopment",1212,23,2,ಸಾವಿರಾರು ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರತಿವರ್ಷ.. ಪದವಿ ಪಡೆದು ಬೆಂಗಳೂರು ಕಡೆಗೆ ಹೋಗ್ತಾ ಇದ್ದರೆ.. ದಾವಣಗೆರೆ ಕರ್ನಾಟಕದ ಹೃದಯ ದಯಮಾಡಿ ಉದ್ಯೋಗ ಸ್ಟುಷ್ಟಿ ಮಾಡಿ....,kn,"Thousands of students every year.. graduate and go towards Bangalore.. please make Davangere, the heart of Karnataka, a place of employment....",0.0,Praise
1303575554660024,"ಕುಂದವಾಡ ಕೆರೆಯಲ್ಲಿ ಹೂಳೆತ್ತುವ ಮೂಲಕ‌ ನೀರು ಶೇಖರಣೆ ಮಾಡಿದ್ದೇವೆ.ಇದರಿಂದ ಬೋರ್ ವೆಲ್ ಗಳಲ್ಲಿ ಹಾಗೂ ಮನೆಗಳಲ್ಲಿ ಜನರಿಗೆ ನೀರಿನ ಬವಣೆ ತಪ್ಪಿದೆ.ಜೊತೆಗೆ ಟಿವಿ ಸ್ಟೇಷನ್ ನಿಂದ ದಾವಣಗೆರೆ ನಗರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ತೊಂದರೆ ನಿವಾರಣೆಯಾಯಿತು.ದಾವ
ಣಗೆರೆಯ ಪಾರ್ಕ್ ಗಳಲ್ಲಿ ವಾಕಿಂಗ್ ಪಾಥ್ ನಿರ್ಮಾಣ ಮಾಡಲಾಗಿದೆ.ಓಪನ್ ಜಿಮ್  ಅಳವಡಿಸಲಾಗಿದೆ ಇದರಿಂದ ಜನರಿಗೆ ಅನುಕೂಲವಾಗಿದೆ..
""ದಾವಣಗೆರೆ ಅಭಿವೃದ್ಧಿ ಪಥದತ್ತ""...ಜಿಲ್ಲಾ ಉಸ್ತುವಾರಿ  ಸಚಿವರಾದ ಎಸ್ ಎಸ್ ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರ ಕಾಳಜಿಯ ನುಡಿಗಳು...
#DavangereDevelopment #WaterConservation #UrbanDevelopment",1212,23,2,ತುಂಬಾ ಒಳ್ಳೆ ಕೆಲಸ.. ಧನ್ಯವಾದಗಳು.. ಉದ್ಯೋಗ ಸ್ಟುಷ್ಟಿ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ..,kn,Very good job.. thank you.. pay attention to job satisfaction..,1.0,Praise
1303575554660024,"ಕುಂದವಾಡ ಕೆರೆಯಲ್ಲಿ ಹೂಳೆತ್ತುವ ಮೂಲಕ‌ ನೀರು ಶೇಖರಣೆ ಮಾಡಿದ್ದೇವೆ.ಇದರಿಂದ ಬೋರ್ ವೆಲ್ ಗಳಲ್ಲಿ ಹಾಗೂ ಮನೆಗಳಲ್ಲಿ ಜನರಿಗೆ ನೀರಿನ ಬವಣೆ ತಪ್ಪಿದೆ.ಜೊತೆಗೆ ಟಿವಿ ಸ್ಟೇಷನ್ ನಿಂದ ದಾವಣಗೆರೆ ನಗರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ತೊಂದರೆ ನಿವಾರಣೆಯಾಯಿತು.ದಾವ
ಣಗೆರೆಯ ಪಾರ್ಕ್ ಗಳಲ್ಲಿ ವಾಕಿಂಗ್ ಪಾಥ್ ನಿರ್ಮಾಣ ಮಾಡಲಾಗಿದೆ.ಓಪನ್ ಜಿಮ್  ಅಳವಡಿಸಲಾಗಿದೆ ಇದರಿಂದ ಜನರಿಗೆ ಅನುಕೂಲವಾಗಿದೆ..
""ದಾವಣಗೆರೆ ಅಭಿವೃದ್ಧಿ ಪಥದತ್ತ""...ಜಿಲ್ಲಾ ಉಸ್ತುವಾರಿ  ಸಚಿವರಾದ ಎಸ್ ಎಸ್ ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರ ಕಾಳಜಿಯ ನುಡಿಗಳು...
#DavangereDevelopment #WaterConservation #UrbanDevelopment",1212,23,1,ರಿ ನೀವೂ ಮಾಡಿರೋದು ಬರೀ ಚಿಕ್ಕ ಅಭಿವೃದ್ಧಿ ಹೋಗಿ ಒಮ್ಮೆ ಪಕ್ಕದ ಶಿವಮೊಗ್ಗ ನೋಡಿ ಕಲೀರಿ ಯಾವುದೋ ಪಾರ್ಕ್ ಕೆರೆದು ಅಷ್ಟೇ ಹೇಳೋದಲ್ಲ ಮೊದಲು ಯುವಕರಿಗೆ ಉದ್ಯೋಗ ಸೃಷ್ಟಿ ಮಾಡಿದಿರಾ ನಿಮ್ಮ ಬೆಳೆ ಬೇಯಿಸ್ತ ಇದೀರಾ ಅಷ್ಟೇ ನಮ್ಮ ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಎಷ್ಟು ಯುವಕರು ಯುವತಿಯರು ಬೆಂಗಳೂರು ಹಾಗೇ ಬೇರೆ ಭಾಗದಲ್ಲಿ ಕೆಲಸ ಮಾಡ್ತಾ ಇದಾರೆ ಗ್ರಾಮೀಣ ಭಾಗದಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸರ್ಕಾರಿ ಬಸ್ ವ್ಯವಸ್ಥೆ ನಮ್ಮಗೆ ಪಕ್ಷ ಬೇಡ ಮೂಲಭೂತ ಸೌಕರ್ಯಗಳನ್ನು ಸರಿಯಾಗಿ ಮಾಡಿ,kn,"You have done only a small development, go and see the neighboring Shivamogga and dig up some park and don&#39;t say that. First, have you created employment for the youth? Have you cooked your crops? That&#39;s it. How many young men and women in our Davangere district are working in other places like Bangalore? We don&#39;t need a government bus system for students in rural areas. We don&#39;t need a party. Just make the basic facilities right.",-1.0,Infrastructure
